,Rno,Name,Course,Campus,Gender
13941,13942,Student13942,MTech,KO,F
13942,13943,Student13943,BBA,CH,F
13943,13944,Student13944,MTech,KO,F
13944,13945,Student13945,BBA,CH,M
13945,13946,Student13946,MBA,MB,M
13946,13947,Student13947,MTech,CH,F
13947,13948,Student13948,BBA,MB,F
13948,13949,Student13949,BTech,DL,M
13949,13950,Student13950,MTech,CH,F
13950,13951,Student13951,BBA,MB,F
13951,13952,Student13952,BTech,CH,M
13952,13953,Student13953,MTech,CH,M
13953,13954,Student13954,MBA,MB,M
13954,13955,Student13955,MBA,MB,F
13955,13956,Student13956,MTech,KO,M
13956,13957,Student13957,MTech,KO,F
13957,13958,Student13958,MTech,DL,M
13958,13959,Student13959,BTech,KO,M
13959,13960,Student13960,BBA,DL,F
13960,13961,Student13961,BTech,MB,M
13961,13962,Student13962,MTech,CH,M
13962,13963,Student13963,BBA,CH,M
13963,13964,Student13964,BBA,MB,F
13964,13965,Student13965,BBA,CH,F
13965,13966,Student13966,BTech,DL,F
13966,13967,Student13967,BBA,MB,M
13967,13968,Student13968,BTech,DL,F
13968,13969,Student13969,BTech,MB,M
13969,13970,Student13970,MTech,MB,M
13970,13971,Student13971,MBA,CH,F
13971,13972,Student13972,MTech,KO,F
13972,13973,Student13973,BBA,DL,F
13973,13974,Student13974,BTech,DL,F
13974,13975,Student13975,BTech,CH,M
13975,13976,Student13976,BTech,KO,F
13976,13977,Student13977,MTech,MB,M
13977,13978,Student13978,BBA,MB,M
13978,13979,Student13979,MTech,MB,M
13979,13980,Student13980,MBA,CH,M
13980,13981,Student13981,BTech,CH,F
13981,13982,Student13982,MBA,MB,M
13982,13983,Student13983,MBA,DL,M
13983,13984,Student13984,BTech,DL,F
13984,13985,Student13985,MTech,DL,F
13985,13986,Student13986,MBA,DL,F
13986,13987,Student13987,BBA,DL,F
13987,13988,Student13988,MTech,KO,M
13988,13989,Student13989,MTech,DL,F
13989,13990,Student13990,BBA,CH,M
13990,13991,Student13991,BTech,CH,F
13991,13992,Student13992,BTech,CH,M
13992,13993,Student13993,BBA,MB,M
13993,13994,Student13994,MTech,DL,M
13994,13995,Student13995,BBA,KO,M
13995,13996,Student13996,BTech,KO,M
13996,13997,Student13997,MTech,DL,M
13997,13998,Student13998,MTech,DL,F
13998,13999,Student13999,MBA,CH,M
13999,14000,Student14000,MBA,MB,M
14000,14001,Student14001,MTech,KO,M
14001,14002,Student14002,MBA,CH,F
14002,14003,Student14003,BTech,MB,F
14003,14004,Student14004,MTech,DL,F
14004,14005,Student14005,MBA,KO,F
14005,14006,Student14006,MBA,CH,M
14006,14007,Student14007,BBA,DL,F
14007,14008,Student14008,BTech,MB,F
14008,14009,Student14009,BTech,DL,F
14009,14010,Student14010,BTech,DL,F
14010,14011,Student14011,MBA,KO,M
14011,14012,Student14012,BBA,MB,F
14012,14013,Student14013,BBA,KO,F
14013,14014,Student14014,MBA,CH,M
14014,14015,Student14015,BBA,CH,M
14015,14016,Student14016,MBA,DL,M
14016,14017,Student14017,BBA,DL,M
14017,14018,Student14018,MTech,MB,M
14018,14019,Student14019,BTech,MB,F
14019,14020,Student14020,BBA,KO,F
14020,14021,Student14021,MTech,CH,M
14021,14022,Student14022,BBA,CH,M
14022,14023,Student14023,BBA,KO,M
14023,14024,Student14024,MTech,KO,F
14024,14025,Student14025,BTech,DL,M
14025,14026,Student14026,BTech,KO,M
14026,14027,Student14027,BBA,CH,F
14027,14028,Student14028,MBA,DL,F
14028,14029,Student14029,MBA,CH,M
14029,14030,Student14030,MTech,CH,M
14030,14031,Student14031,BTech,CH,M
14031,14032,Student14032,BTech,DL,M
14032,14033,Student14033,MBA,MB,F
14033,14034,Student14034,MBA,CH,F
14034,14035,Student14035,MTech,DL,F
14035,14036,Student14036,BTech,KO,F
14036,14037,Student14037,MBA,MB,F
14037,14038,Student14038,MBA,DL,F
14038,14039,Student14039,MBA,DL,M
14039,14040,Student14040,BTech,DL,M
14040,14041,Student14041,BBA,DL,M
14041,14042,Student14042,BBA,KO,M
14042,14043,Student14043,MTech,CH,F
14043,14044,Student14044,MTech,CH,F
14044,14045,Student14045,BTech,DL,F
14045,14046,Student14046,BBA,CH,M
14046,14047,Student14047,MBA,MB,F
14047,14048,Student14048,BBA,CH,F
14048,14049,Student14049,BBA,KO,M
14049,14050,Student14050,MBA,KO,F
14050,14051,Student14051,MTech,CH,M
14051,14052,Student14052,MTech,MB,F
14052,14053,Student14053,BBA,MB,F
14053,14054,Student14054,BTech,CH,F
14054,14055,Student14055,MBA,DL,M
14055,14056,Student14056,BTech,KO,F
14056,14057,Student14057,MBA,CH,M
14057,14058,Student14058,BTech,KO,M
14058,14059,Student14059,MTech,DL,M
14059,14060,Student14060,MTech,MB,F
14060,14061,Student14061,MBA,CH,M
14061,14062,Student14062,MBA,MB,F
14062,14063,Student14063,MBA,CH,F
14063,14064,Student14064,BTech,CH,M
14064,14065,Student14065,BBA,MB,F
14065,14066,Student14066,MBA,KO,M
14066,14067,Student14067,BBA,KO,F
14067,14068,Student14068,BTech,CH,F
14068,14069,Student14069,MTech,KO,F
14069,14070,Student14070,BTech,MB,M
14070,14071,Student14071,BBA,DL,F
14071,14072,Student14072,MTech,CH,M
14072,14073,Student14073,MTech,KO,F
14073,14074,Student14074,MBA,MB,F
14074,14075,Student14075,BTech,CH,F
14075,14076,Student14076,MBA,DL,F
14076,14077,Student14077,MTech,DL,M
14077,14078,Student14078,BTech,MB,F
14078,14079,Student14079,BTech,DL,F
14079,14080,Student14080,BTech,DL,M
14080,14081,Student14081,MTech,KO,F
14081,14082,Student14082,BBA,DL,F
14082,14083,Student14083,BBA,DL,F
14083,14084,Student14084,BTech,MB,F
14084,14085,Student14085,BTech,KO,F
14085,14086,Student14086,MTech,MB,F
14086,14087,Student14087,MBA,KO,M
14087,14088,Student14088,MBA,CH,M
14088,14089,Student14089,MBA,KO,M
14089,14090,Student14090,BTech,DL,M
14090,14091,Student14091,MBA,KO,F
14091,14092,Student14092,BBA,CH,M
14092,14093,Student14093,MTech,MB,M
14093,14094,Student14094,BTech,MB,M
14094,14095,Student14095,MBA,KO,F
14095,14096,Student14096,BBA,MB,F
14096,14097,Student14097,MTech,DL,F
14097,14098,Student14098,BBA,DL,M
14098,14099,Student14099,BTech,CH,M
14099,14100,Student14100,MBA,DL,M
14100,14101,Student14101,BBA,DL,M
14101,14102,Student14102,BTech,MB,M
14102,14103,Student14103,MBA,CH,M
14103,14104,Student14104,MTech,CH,M
14104,14105,Student14105,BTech,CH,F
14105,14106,Student14106,BTech,MB,M
14106,14107,Student14107,MTech,KO,F
14107,14108,Student14108,MBA,CH,F
14108,14109,Student14109,MTech,CH,F
14109,14110,Student14110,MBA,KO,F
14110,14111,Student14111,BTech,KO,F
14111,14112,Student14112,BTech,DL,M
14112,14113,Student14113,BBA,CH,F
14113,14114,Student14114,MBA,MB,F
14114,14115,Student14115,BTech,KO,F
14115,14116,Student14116,MTech,DL,M
14116,14117,Student14117,MTech,CH,F
14117,14118,Student14118,BBA,CH,M
14118,14119,Student14119,MBA,CH,M
14119,14120,Student14120,BBA,KO,F
14120,14121,Student14121,MTech,DL,M
14121,14122,Student14122,BBA,KO,F
14122,14123,Student14123,BTech,MB,F
14123,14124,Student14124,BTech,CH,F
14124,14125,Student14125,MTech,KO,M
14125,14126,Student14126,BBA,DL,M
14126,14127,Student14127,BTech,CH,F
14127,14128,Student14128,BBA,KO,F
14128,14129,Student14129,BTech,CH,M
14129,14130,Student14130,BBA,DL,M
14130,14131,Student14131,MTech,CH,M
14131,14132,Student14132,MBA,CH,F
14132,14133,Student14133,BBA,DL,M
14133,14134,Student14134,MBA,DL,M
14134,14135,Student14135,MTech,MB,F
14135,14136,Student14136,BBA,DL,M
14136,14137,Student14137,BTech,DL,F
14137,14138,Student14138,MBA,MB,F
14138,14139,Student14139,MTech,MB,F
14139,14140,Student14140,MTech,DL,M
14140,14141,Student14141,BBA,KO,M
14141,14142,Student14142,MBA,CH,M
14142,14143,Student14143,MBA,CH,F
14143,14144,Student14144,MBA,CH,M
14144,14145,Student14145,BTech,KO,F
14145,14146,Student14146,BBA,DL,F
14146,14147,Student14147,MBA,CH,F
14147,14148,Student14148,BTech,DL,F
14148,14149,Student14149,MBA,KO,M
14149,14150,Student14150,BBA,KO,M
14150,14151,Student14151,BTech,MB,F
14151,14152,Student14152,MBA,CH,F
14152,14153,Student14153,BBA,KO,M
14153,14154,Student14154,MTech,KO,M
14154,14155,Student14155,BBA,KO,F
14155,14156,Student14156,BBA,CH,M
14156,14157,Student14157,MTech,KO,F
14157,14158,Student14158,MBA,KO,M
14158,14159,Student14159,MBA,MB,F
14159,14160,Student14160,MTech,DL,M
14160,14161,Student14161,MBA,DL,M
14161,14162,Student14162,BBA,DL,M
14162,14163,Student14163,BTech,MB,M
14163,14164,Student14164,BBA,CH,M
14164,14165,Student14165,MTech,CH,M
14165,14166,Student14166,MBA,KO,M
14166,14167,Student14167,MTech,MB,M
14167,14168,Student14168,BBA,KO,M
14168,14169,Student14169,BBA,MB,F
14169,14170,Student14170,BBA,DL,F
14170,14171,Student14171,BTech,MB,F
14171,14172,Student14172,MBA,MB,F
14172,14173,Student14173,MTech,MB,F
14173,14174,Student14174,BBA,MB,M
14174,14175,Student14175,BBA,CH,F
14175,14176,Student14176,MTech,MB,M
14176,14177,Student14177,MTech,CH,F
14177,14178,Student14178,BBA,CH,M
14178,14179,Student14179,MTech,KO,F
14179,14180,Student14180,MTech,DL,M
14180,14181,Student14181,MBA,CH,M
14181,14182,Student14182,MBA,MB,F
14182,14183,Student14183,MTech,CH,F
14183,14184,Student14184,MBA,DL,F
14184,14185,Student14185,BTech,MB,F
14185,14186,Student14186,MTech,KO,F
14186,14187,Student14187,BTech,CH,F
14187,14188,Student14188,MBA,KO,F
14188,14189,Student14189,MTech,DL,F
14189,14190,Student14190,BBA,MB,M
14190,14191,Student14191,BTech,CH,F
14191,14192,Student14192,BTech,KO,M
14192,14193,Student14193,MBA,MB,M
14193,14194,Student14194,BBA,DL,F
14194,14195,Student14195,BTech,KO,F
14195,14196,Student14196,BBA,DL,M
14196,14197,Student14197,MTech,KO,F
14197,14198,Student14198,BTech,CH,F
14198,14199,Student14199,MBA,KO,F
14199,14200,Student14200,BTech,CH,M
14200,14201,Student14201,BTech,KO,F
14201,14202,Student14202,BBA,DL,M
14202,14203,Student14203,MTech,MB,F
14203,14204,Student14204,BTech,KO,M
14204,14205,Student14205,MBA,CH,F
14205,14206,Student14206,MBA,CH,F
14206,14207,Student14207,BTech,KO,F
14207,14208,Student14208,MBA,CH,M
14208,14209,Student14209,MTech,KO,M
14209,14210,Student14210,BTech,MB,M
14210,14211,Student14211,BBA,CH,M
14211,14212,Student14212,MTech,CH,F
14212,14213,Student14213,BBA,KO,M
14213,14214,Student14214,MBA,DL,M
14214,14215,Student14215,BBA,CH,F
14215,14216,Student14216,BTech,DL,F
14216,14217,Student14217,MTech,DL,M
14217,14218,Student14218,MTech,CH,M
14218,14219,Student14219,BTech,CH,M
14219,14220,Student14220,MTech,MB,M
14220,14221,Student14221,MTech,KO,M
14221,14222,Student14222,BBA,KO,F
14222,14223,Student14223,MBA,KO,M
14223,14224,Student14224,MTech,MB,M
14224,14225,Student14225,MTech,DL,M
14225,14226,Student14226,BBA,DL,M
14226,14227,Student14227,MBA,MB,M
14227,14228,Student14228,MTech,DL,M
14228,14229,Student14229,BTech,KO,F
14229,14230,Student14230,MTech,KO,F
14230,14231,Student14231,BTech,DL,F
14231,14232,Student14232,BTech,KO,M
14232,14233,Student14233,BBA,CH,F
14233,14234,Student14234,BTech,KO,M
14234,14235,Student14235,MBA,DL,F
14235,14236,Student14236,BTech,CH,M
14236,14237,Student14237,MTech,MB,F
14237,14238,Student14238,BTech,KO,F
14238,14239,Student14239,MBA,MB,F
14239,14240,Student14240,BTech,CH,F
14240,14241,Student14241,BBA,KO,M
14241,14242,Student14242,BTech,MB,M
14242,14243,Student14243,MTech,CH,M
14243,14244,Student14244,BBA,CH,M
14244,14245,Student14245,MTech,KO,M
14245,14246,Student14246,BBA,MB,M
14246,14247,Student14247,MBA,CH,F
14247,14248,Student14248,BTech,KO,F
14248,14249,Student14249,MBA,CH,M
14249,14250,Student14250,MTech,CH,M
14250,14251,Student14251,MBA,KO,M
14251,14252,Student14252,BTech,CH,M
14252,14253,Student14253,MBA,MB,M
14253,14254,Student14254,BBA,KO,F
14254,14255,Student14255,BTech,MB,M
14255,14256,Student14256,BTech,DL,M
14256,14257,Student14257,MBA,KO,F
14257,14258,Student14258,BTech,KO,F
14258,14259,Student14259,MBA,KO,M
14259,14260,Student14260,MBA,DL,F
14260,14261,Student14261,MBA,CH,M
14261,14262,Student14262,MBA,KO,F
14262,14263,Student14263,BBA,DL,M
14263,14264,Student14264,BBA,DL,M
14264,14265,Student14265,MTech,KO,F
14265,14266,Student14266,BTech,MB,F
14266,14267,Student14267,BTech,KO,F
14267,14268,Student14268,BBA,DL,F
14268,14269,Student14269,BTech,CH,M
14269,14270,Student14270,MBA,MB,F
14270,14271,Student14271,BTech,CH,F
14271,14272,Student14272,BTech,DL,F
14272,14273,Student14273,MBA,CH,F
14273,14274,Student14274,BBA,MB,F
14274,14275,Student14275,MBA,MB,F
14275,14276,Student14276,BTech,DL,F
14276,14277,Student14277,BBA,CH,M
14277,14278,Student14278,BTech,MB,F
14278,14279,Student14279,MTech,CH,M
14279,14280,Student14280,BBA,DL,F
14280,14281,Student14281,MBA,DL,M
14281,14282,Student14282,MTech,MB,F
14282,14283,Student14283,BBA,MB,M
14283,14284,Student14284,BTech,KO,M
14284,14285,Student14285,MTech,CH,F
14285,14286,Student14286,MBA,CH,F
14286,14287,Student14287,MBA,MB,F
14287,14288,Student14288,MBA,MB,M
14288,14289,Student14289,MTech,MB,M
14289,14290,Student14290,BBA,DL,M
14290,14291,Student14291,MTech,MB,M
14291,14292,Student14292,BTech,KO,F
14292,14293,Student14293,MBA,DL,F
14293,14294,Student14294,MBA,DL,F
14294,14295,Student14295,MTech,DL,F
14295,14296,Student14296,MTech,CH,M
14296,14297,Student14297,BBA,CH,F
14297,14298,Student14298,MBA,MB,M
14298,14299,Student14299,BTech,KO,M
14299,14300,Student14300,BBA,KO,F
14300,14301,Student14301,MBA,MB,M
14301,14302,Student14302,BTech,CH,F
14302,14303,Student14303,BBA,DL,F
14303,14304,Student14304,MBA,DL,M
14304,14305,Student14305,MTech,CH,F
14305,14306,Student14306,BTech,CH,M
14306,14307,Student14307,MBA,MB,F
14307,14308,Student14308,BTech,CH,M
14308,14309,Student14309,MBA,CH,M
14309,14310,Student14310,MTech,MB,M
14310,14311,Student14311,MTech,KO,F
14311,14312,Student14312,BTech,CH,M
14312,14313,Student14313,BBA,KO,M
14313,14314,Student14314,MBA,CH,M
14314,14315,Student14315,MBA,MB,F
14315,14316,Student14316,MBA,MB,M
14316,14317,Student14317,MBA,MB,M
14317,14318,Student14318,MBA,CH,M
14318,14319,Student14319,MTech,MB,M
14319,14320,Student14320,BTech,DL,M
14320,14321,Student14321,BBA,CH,M
14321,14322,Student14322,BTech,DL,F
14322,14323,Student14323,BTech,CH,F
14323,14324,Student14324,MBA,KO,M
14324,14325,Student14325,BTech,CH,F
14325,14326,Student14326,MBA,CH,F
14326,14327,Student14327,BTech,DL,M
14327,14328,Student14328,BBA,DL,M
14328,14329,Student14329,MBA,MB,F
14329,14330,Student14330,MBA,MB,M
14330,14331,Student14331,BBA,MB,F
14331,14332,Student14332,MTech,CH,F
14332,14333,Student14333,BBA,MB,M
14333,14334,Student14334,MBA,KO,M
14334,14335,Student14335,BTech,MB,M
14335,14336,Student14336,MTech,CH,M
14336,14337,Student14337,BTech,KO,M
14337,14338,Student14338,BTech,DL,M
14338,14339,Student14339,MBA,KO,F
14339,14340,Student14340,BBA,CH,M
14340,14341,Student14341,MBA,MB,M
14341,14342,Student14342,MTech,CH,F
14342,14343,Student14343,BBA,MB,F
14343,14344,Student14344,MTech,KO,F
14344,14345,Student14345,BTech,CH,M
14345,14346,Student14346,MBA,CH,M
14346,14347,Student14347,MBA,DL,F
14347,14348,Student14348,BTech,CH,M
14348,14349,Student14349,MBA,CH,F
14349,14350,Student14350,BBA,DL,F
14350,14351,Student14351,MTech,DL,M
14351,14352,Student14352,BBA,KO,F
14352,14353,Student14353,MBA,CH,F
14353,14354,Student14354,MTech,CH,F
14354,14355,Student14355,MBA,DL,F
14355,14356,Student14356,MBA,MB,M
14356,14357,Student14357,BBA,KO,F
14357,14358,Student14358,BTech,DL,F
14358,14359,Student14359,MTech,DL,M
14359,14360,Student14360,BTech,CH,F
14360,14361,Student14361,BBA,CH,M
14361,14362,Student14362,BTech,MB,F
14362,14363,Student14363,BBA,KO,F
14363,14364,Student14364,BBA,KO,F
14364,14365,Student14365,BTech,MB,M
14365,14366,Student14366,BTech,DL,F
14366,14367,Student14367,MBA,KO,F
14367,14368,Student14368,BBA,DL,M
14368,14369,Student14369,BBA,DL,F
14369,14370,Student14370,MBA,DL,F
14370,14371,Student14371,BTech,CH,F
14371,14372,Student14372,MTech,DL,F
14372,14373,Student14373,MBA,KO,M
14373,14374,Student14374,BTech,MB,M
14374,14375,Student14375,MBA,CH,M
14375,14376,Student14376,BTech,KO,M
14376,14377,Student14377,MBA,KO,M
14377,14378,Student14378,MTech,DL,M
14378,14379,Student14379,MBA,DL,M
14379,14380,Student14380,BBA,CH,F
14380,14381,Student14381,BBA,KO,F
14381,14382,Student14382,MTech,KO,F
14382,14383,Student14383,MTech,MB,F
14383,14384,Student14384,BBA,CH,F
14384,14385,Student14385,BTech,KO,F
14385,14386,Student14386,MTech,DL,M
14386,14387,Student14387,MTech,CH,M
14387,14388,Student14388,MBA,CH,M
14388,14389,Student14389,MBA,MB,M
14389,14390,Student14390,MBA,KO,F
14390,14391,Student14391,MBA,KO,M
14391,14392,Student14392,BBA,MB,F
14392,14393,Student14393,MTech,KO,M
14393,14394,Student14394,BTech,CH,F
14394,14395,Student14395,MTech,DL,M
14395,14396,Student14396,MBA,DL,F
14396,14397,Student14397,MTech,DL,M
14397,14398,Student14398,MBA,MB,M
14398,14399,Student14399,MTech,CH,F
14399,14400,Student14400,BTech,CH,F
14400,14401,Student14401,BTech,DL,M
14401,14402,Student14402,MTech,DL,M
14402,14403,Student14403,BBA,KO,M
14403,14404,Student14404,MBA,MB,F
14404,14405,Student14405,BTech,MB,F
14405,14406,Student14406,BTech,KO,F
14406,14407,Student14407,MBA,MB,F
14407,14408,Student14408,MTech,MB,M
14408,14409,Student14409,MTech,DL,M
14409,14410,Student14410,BBA,DL,F
14410,14411,Student14411,BBA,CH,F
14411,14412,Student14412,MBA,DL,F
14412,14413,Student14413,BTech,CH,F
14413,14414,Student14414,BBA,DL,F
14414,14415,Student14415,BBA,CH,M
14415,14416,Student14416,MTech,DL,M
14416,14417,Student14417,BTech,MB,M
14417,14418,Student14418,MTech,CH,M
14418,14419,Student14419,BBA,KO,F
14419,14420,Student14420,BTech,DL,M
14420,14421,Student14421,MTech,MB,F
14421,14422,Student14422,BBA,CH,M
14422,14423,Student14423,BTech,CH,M
14423,14424,Student14424,MTech,CH,M
14424,14425,Student14425,BBA,DL,F
14425,14426,Student14426,BTech,CH,M
14426,14427,Student14427,BTech,DL,M
14427,14428,Student14428,BBA,MB,M
14428,14429,Student14429,MTech,DL,F
14429,14430,Student14430,MTech,MB,F
14430,14431,Student14431,BBA,MB,M
14431,14432,Student14432,BTech,DL,M
14432,14433,Student14433,MTech,MB,F
14433,14434,Student14434,MBA,MB,M
14434,14435,Student14435,BTech,DL,M
14435,14436,Student14436,BTech,CH,F
14436,14437,Student14437,MTech,MB,F
14437,14438,Student14438,MBA,DL,M
14438,14439,Student14439,BTech,DL,F
14439,14440,Student14440,BTech,MB,F
14440,14441,Student14441,MTech,DL,F
14441,14442,Student14442,BTech,DL,F
14442,14443,Student14443,MBA,DL,M
14443,14444,Student14444,BBA,CH,M
14444,14445,Student14445,MTech,DL,M
14445,14446,Student14446,MTech,DL,F
14446,14447,Student14447,MBA,MB,M
14447,14448,Student14448,MBA,KO,F
14448,14449,Student14449,BBA,KO,M
14449,14450,Student14450,BTech,DL,M
14450,14451,Student14451,BTech,DL,M
14451,14452,Student14452,BTech,KO,M
14452,14453,Student14453,MBA,MB,M
14453,14454,Student14454,BTech,DL,F
14454,14455,Student14455,BTech,CH,F
14455,14456,Student14456,MBA,MB,F
14456,14457,Student14457,BTech,DL,F
14457,14458,Student14458,MBA,KO,M
14458,14459,Student14459,MBA,DL,M
14459,14460,Student14460,BTech,CH,F
14460,14461,Student14461,BBA,CH,F
14461,14462,Student14462,MBA,CH,F
14462,14463,Student14463,BBA,KO,M
14463,14464,Student14464,BTech,DL,F
14464,14465,Student14465,BTech,CH,F
14465,14466,Student14466,MBA,CH,M
14466,14467,Student14467,BBA,KO,M
14467,14468,Student14468,BTech,KO,M
14468,14469,Student14469,MTech,KO,F
14469,14470,Student14470,MTech,MB,M
14470,14471,Student14471,BBA,KO,F
14471,14472,Student14472,BTech,DL,F
14472,14473,Student14473,MBA,KO,M
14473,14474,Student14474,MTech,CH,F
14474,14475,Student14475,BTech,MB,F
14475,14476,Student14476,MTech,MB,M
14476,14477,Student14477,MTech,DL,M
14477,14478,Student14478,MBA,CH,F
14478,14479,Student14479,MTech,CH,F
14479,14480,Student14480,MBA,MB,F
14480,14481,Student14481,MTech,KO,F
14481,14482,Student14482,MBA,KO,M
14482,14483,Student14483,BBA,MB,M
14483,14484,Student14484,BBA,KO,F
14484,14485,Student14485,MBA,DL,F
14485,14486,Student14486,BTech,CH,M
14486,14487,Student14487,BTech,MB,F
14487,14488,Student14488,BBA,KO,F
14488,14489,Student14489,BTech,DL,F
14489,14490,Student14490,MTech,DL,M
14490,14491,Student14491,MBA,KO,M
14491,14492,Student14492,BTech,KO,F
14492,14493,Student14493,BTech,DL,M
14493,14494,Student14494,MTech,DL,M
14494,14495,Student14495,BTech,KO,M
14495,14496,Student14496,MTech,CH,F
14496,14497,Student14497,MBA,MB,M
14497,14498,Student14498,MTech,MB,M
14498,14499,Student14499,BTech,KO,M
14499,14500,Student14500,MTech,MB,F
14500,14501,Student14501,BTech,CH,F
14501,14502,Student14502,MTech,CH,F
14502,14503,Student14503,MTech,MB,M
14503,14504,Student14504,MBA,CH,M
14504,14505,Student14505,BBA,MB,F
14505,14506,Student14506,MBA,DL,M
14506,14507,Student14507,MTech,CH,M
14507,14508,Student14508,BTech,MB,M
14508,14509,Student14509,BTech,CH,F
14509,14510,Student14510,MBA,CH,M
14510,14511,Student14511,BTech,MB,M
14511,14512,Student14512,MBA,DL,F
14512,14513,Student14513,BBA,CH,M
14513,14514,Student14514,BTech,CH,M
14514,14515,Student14515,MBA,KO,F
14515,14516,Student14516,MBA,KO,M
14516,14517,Student14517,MBA,KO,M
14517,14518,Student14518,BBA,KO,M
14518,14519,Student14519,BBA,MB,M
14519,14520,Student14520,BTech,CH,F
14520,14521,Student14521,MBA,MB,F
14521,14522,Student14522,MBA,KO,M
14522,14523,Student14523,MBA,MB,F
14523,14524,Student14524,MTech,CH,F
14524,14525,Student14525,MBA,KO,F
14525,14526,Student14526,MBA,KO,F
14526,14527,Student14527,BTech,DL,M
14527,14528,Student14528,MBA,KO,F
14528,14529,Student14529,BBA,MB,F
14529,14530,Student14530,BTech,KO,M
14530,14531,Student14531,MTech,CH,F
14531,14532,Student14532,MTech,CH,M
14532,14533,Student14533,BBA,MB,M
14533,14534,Student14534,MTech,DL,M
14534,14535,Student14535,BBA,CH,F
14535,14536,Student14536,BBA,MB,F
14536,14537,Student14537,MTech,DL,M
14537,14538,Student14538,MTech,KO,F
14538,14539,Student14539,MBA,DL,F
14539,14540,Student14540,MBA,MB,F
14540,14541,Student14541,MBA,KO,M
14541,14542,Student14542,BBA,CH,M
14542,14543,Student14543,BBA,CH,M
14543,14544,Student14544,MBA,MB,F
14544,14545,Student14545,BTech,MB,M
14545,14546,Student14546,BBA,KO,F
14546,14547,Student14547,BBA,DL,F
14547,14548,Student14548,BBA,MB,F
14548,14549,Student14549,BTech,MB,F
14549,14550,Student14550,BTech,KO,M
14550,14551,Student14551,BTech,CH,F
14551,14552,Student14552,BBA,DL,M
14552,14553,Student14553,BBA,KO,F
14553,14554,Student14554,BTech,DL,M
14554,14555,Student14555,MBA,CH,F
14555,14556,Student14556,MTech,KO,M
14556,14557,Student14557,MTech,DL,F
14557,14558,Student14558,MTech,CH,F
14558,14559,Student14559,BTech,MB,F
14559,14560,Student14560,MBA,CH,F
14560,14561,Student14561,MBA,DL,F
14561,14562,Student14562,BBA,KO,F
14562,14563,Student14563,BTech,MB,M
14563,14564,Student14564,BTech,DL,F
14564,14565,Student14565,BTech,DL,F
14565,14566,Student14566,BTech,CH,M
14566,14567,Student14567,BBA,CH,M
14567,14568,Student14568,MTech,CH,F
14568,14569,Student14569,MBA,CH,M
14569,14570,Student14570,BBA,CH,M
14570,14571,Student14571,MTech,DL,F
14571,14572,Student14572,MTech,KO,F
14572,14573,Student14573,BBA,MB,F
14573,14574,Student14574,BBA,DL,M
14574,14575,Student14575,MTech,CH,F
14575,14576,Student14576,MBA,KO,F
14576,14577,Student14577,BBA,KO,F
14577,14578,Student14578,BBA,KO,F
14578,14579,Student14579,BBA,DL,M
14579,14580,Student14580,BTech,CH,F
14580,14581,Student14581,BBA,KO,F
14581,14582,Student14582,BBA,CH,F
14582,14583,Student14583,BBA,CH,M
14583,14584,Student14584,MTech,MB,F
14584,14585,Student14585,MBA,DL,F
14585,14586,Student14586,MBA,CH,M
14586,14587,Student14587,BBA,KO,F
14587,14588,Student14588,MBA,CH,M
14588,14589,Student14589,BTech,MB,F
14589,14590,Student14590,MBA,DL,M
14590,14591,Student14591,BTech,MB,M
14591,14592,Student14592,MBA,DL,M
14592,14593,Student14593,MTech,MB,M
14593,14594,Student14594,BTech,DL,F
14594,14595,Student14595,MTech,CH,M
14595,14596,Student14596,BBA,DL,F
14596,14597,Student14597,MBA,CH,M
14597,14598,Student14598,BBA,MB,M
14598,14599,Student14599,BTech,CH,M
14599,14600,Student14600,BBA,DL,M
14600,14601,Student14601,BBA,KO,M
14601,14602,Student14602,BBA,CH,M
14602,14603,Student14603,MBA,MB,F
14603,14604,Student14604,BBA,MB,F
14604,14605,Student14605,MBA,DL,M
14605,14606,Student14606,BBA,DL,F
14606,14607,Student14607,BBA,CH,F
14607,14608,Student14608,BBA,DL,F
14608,14609,Student14609,MTech,CH,F
14609,14610,Student14610,MTech,KO,F
14610,14611,Student14611,BBA,DL,M
14611,14612,Student14612,MTech,DL,F
14612,14613,Student14613,MTech,KO,M
14613,14614,Student14614,MBA,MB,M
14614,14615,Student14615,MBA,KO,M
14615,14616,Student14616,BTech,MB,F
14616,14617,Student14617,MBA,MB,M
14617,14618,Student14618,BTech,MB,F
14618,14619,Student14619,MBA,DL,F
14619,14620,Student14620,BTech,KO,M
14620,14621,Student14621,MTech,KO,M
14621,14622,Student14622,MTech,CH,F
14622,14623,Student14623,MBA,DL,F
14623,14624,Student14624,MBA,KO,F
14624,14625,Student14625,BTech,KO,M
14625,14626,Student14626,BBA,CH,M
14626,14627,Student14627,BBA,CH,F
14627,14628,Student14628,MTech,DL,M
14628,14629,Student14629,MBA,CH,M
14629,14630,Student14630,MBA,KO,M
14630,14631,Student14631,BTech,MB,F
14631,14632,Student14632,MTech,DL,F
14632,14633,Student14633,BBA,KO,F
14633,14634,Student14634,BBA,CH,F
14634,14635,Student14635,BBA,KO,F
14635,14636,Student14636,MTech,KO,F
14636,14637,Student14637,BBA,MB,F
14637,14638,Student14638,MTech,KO,M
14638,14639,Student14639,BBA,MB,F
14639,14640,Student14640,BTech,CH,M
