,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Threeseasonporch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YearSold,SaleType,SaleCondition,SalePrice,labels
417,3,5,24.0,2104.0,1,1,2,3,0,4,0,16,2,2,3,0,5,0,1976,1976,1,1,9,2,3,0.0,3,4,1,5,5,3,0,1.0,6,0.0,300.0,836.0,1,4,1,4,836.0,0.0,0.0,836.0,0,1,1,0,2,1,4,5,7,0,3,0,3,1,345.0,5,5,2,150.0,20.0,0.0,0.0,0.0,0.0,3,4,2,0.0,10,2009,9,4,128500,0
418,2,5,65.0,7150.0,1,1,2,3,0,4,0,15,2,2,1,0,1,1,1967,1967,1,1,6,6,1,60.0,3,4,1,5,5,3,1,2.0,6,0.0,460.0,892.0,1,4,1,4,892.0,0.0,0.0,892.0,0,0,1,0,3,1,4,5,7,0,3,0,2,1,288.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,0.0,7,2009,9,4,100000,0
419,2,5,0.0,10710.0,1,1,2,3,0,4,0,15,2,2,1,0,1,5,1966,2004,3,1,6,6,1,165.0,2,4,2,5,5,3,1,2.0,6,0.0,220.0,864.0,1,0,1,4,1120.0,0.0,0.0,1120.0,0,1,1,0,3,1,4,5,7,1,5,0,2,2,656.0,5,5,2,0.0,162.0,0.0,0.0,0.0,0.0,3,4,4,1200.0,7,2009,9,4,148800,0
420,2,5,96.0,12456.0,1,1,2,3,0,2,0,18,2,2,1,0,7,1,2006,2007,3,1,5,5,4,230.0,0,4,2,0,5,1,2,3.0,6,0.0,528.0,1700.0,1,0,1,4,1718.0,0.0,0.0,1718.0,1,0,2,0,3,1,0,7,7,1,2,0,0,3,786.0,5,5,2,216.0,48.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2009,9,4,337500,2
421,13,5,110.0,14257.0,1,1,2,3,0,4,0,18,4,2,1,5,3,1,2007,2007,3,1,13,14,4,726.0,0,4,2,0,5,3,2,3.0,6,0.0,416.0,1776.0,1,0,1,4,1794.0,978.0,0.0,2772.0,1,0,3,1,4,1,0,10,7,3,2,2,0,3,754.0,5,5,2,135.0,64.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2009,9,4,462000,1
422,13,5,104.0,13518.0,1,1,2,3,0,4,0,18,2,2,1,5,3,1,2008,2009,3,1,13,14,4,860.0,0,4,2,0,5,3,6,7.0,6,0.0,1926.0,1926.0,1,0,1,4,1966.0,1174.0,0.0,3140.0,0,0,3,1,4,1,0,11,7,2,2,2,0,3,820.0,5,5,2,144.0,78.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2009,6,5,485000,1
423,2,5,105.0,15431.0,1,1,2,3,0,4,0,18,2,2,1,0,7,1,2008,2008,3,1,13,14,4,200.0,0,4,2,0,5,1,2,3.0,0,539.0,788.0,3094.0,1,0,1,4,2402.0,0.0,0.0,2402.0,1,0,2,0,2,1,0,10,7,2,2,0,0,3,672.0,5,5,2,0.0,72.0,0.0,0.0,170.0,0.0,3,4,2,0.0,4,2009,9,4,555000,2
424,2,5,108.0,13173.0,1,1,3,3,0,0,0,18,2,2,1,0,3,1,2006,2007,3,1,13,14,4,300.0,2,4,2,0,5,3,2,3.0,6,0.0,80.0,1652.0,1,0,1,4,1652.0,0.0,0.0,1652.0,1,0,2,0,2,1,0,6,7,2,0,0,0,2,840.0,5,5,2,404.0,102.0,0.0,0.0,0.0,0.0,3,4,2,0.0,11,2009,9,4,325000,2
425,2,5,110.0,14230.0,1,1,2,3,0,0,0,18,2,2,1,0,8,1,2007,2007,1,1,13,14,4,640.0,2,4,2,2,5,3,6,7.0,6,0.0,1566.0,1566.0,1,0,1,4,1600.0,0.0,0.0,1600.0,0,0,2,0,3,1,2,7,7,1,2,0,2,3,890.0,5,5,2,0.0,56.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2009,9,4,256300,2
426,2,5,98.0,12704.0,1,1,2,3,0,4,0,18,2,2,1,0,8,1,2008,2009,3,1,13,14,1,306.0,0,4,2,0,5,3,6,7.0,6,0.0,2042.0,2042.0,1,0,1,4,2042.0,0.0,0.0,2042.0,0,0,2,1,3,1,0,8,7,1,2,0,2,3,1390.0,5,5,2,0.0,90.0,0.0,0.0,0.0,0.0,3,4,2,0.0,8,2009,6,5,253293,2
427,13,5,95.0,12350.0,1,1,2,3,0,4,0,18,2,2,1,5,3,1,2009,2009,1,1,13,14,3,0.0,2,4,2,0,5,3,2,3.0,6,0.0,379.0,1365.0,1,0,1,4,1365.0,1325.0,0.0,2690.0,1,0,2,1,3,1,0,8,7,1,2,0,2,3,864.0,5,5,2,0.0,197.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2009,6,5,398800,1
428,13,5,96.0,11308.0,1,1,3,3,0,4,0,18,2,2,1,5,3,1,2008,2008,1,1,13,14,4,154.0,0,4,2,0,5,0,2,3.0,6,0.0,168.0,1104.0,1,0,1,4,1130.0,1054.0,0.0,2184.0,1,0,2,1,3,1,0,10,7,1,2,0,0,3,836.0,5,5,2,0.0,102.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2009,9,4,335000,1
429,2,5,95.0,12350.0,1,1,2,3,0,4,0,18,2,2,1,0,3,1,2008,2008,3,1,13,14,4,450.0,0,4,2,0,5,0,2,3.0,6,0.0,788.0,2020.0,1,0,1,4,2020.0,0.0,0.0,2020.0,1,0,2,0,3,1,0,7,7,1,2,0,2,3,896.0,5,5,2,192.0,98.0,0.0,0.0,0.0,0.0,3,4,2,0.0,5,2009,9,4,404000,2
430,2,5,94.0,12220.0,1,1,2,3,0,4,0,18,2,2,1,0,7,1,2009,2009,3,1,5,5,1,305.0,0,4,1,0,5,3,2,3.0,6,0.0,570.0,2006.0,1,0,1,4,2020.0,0.0,0.0,2020.0,1,0,2,1,3,1,0,9,7,1,2,0,0,3,900.0,5,5,2,156.0,54.0,0.0,0.0,0.0,0.0,3,4,2,0.0,9,2009,6,5,402861,2
431,13,5,97.0,13478.0,1,1,3,3,0,0,0,18,2,2,1,5,7,1,2008,2008,1,1,5,5,4,420.0,0,4,2,0,5,1,2,3.0,6,0.0,384.0,1722.0,1,0,1,4,1728.0,568.0,0.0,2296.0,1,0,2,1,3,1,0,10,7,1,2,2,2,3,842.0,5,5,2,382.0,274.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2009,4,4,451950,2
432,2,5,105.0,13693.0,1,1,2,3,0,4,0,18,3,3,1,0,7,1,2007,2007,3,1,13,14,4,472.0,0,4,2,0,5,1,2,3.0,6,0.0,342.0,2630.0,1,0,1,4,2674.0,0.0,0.0,2674.0,2,0,2,1,2,1,0,8,7,2,2,0,0,3,762.0,5,5,2,360.0,50.0,0.0,0.0,0.0,0.0,3,4,2,0.0,3,2009,9,4,610000,2
433,13,5,107.0,13891.0,1,1,2,3,0,4,0,18,2,2,1,5,3,1,2008,2009,3,1,13,14,4,424.0,0,4,2,0,5,1,6,7.0,6,0.0,1734.0,1734.0,1,0,1,4,1734.0,1088.0,0.0,2822.0,0,0,3,1,4,1,0,12,7,1,2,2,2,3,1020.0,5,5,2,52.0,170.0,0.0,0.0,192.0,0.0,3,4,2,0.0,1,2009,6,5,582933,1
434,2,5,95.0,11578.0,1,1,2,3,0,4,0,18,2,2,1,0,3,1,2008,2008,1,1,13,14,4,302.0,0,4,2,0,5,3,6,7.0,6,0.0,1736.0,1736.0,1,0,1,4,1736.0,0.0,0.0,1736.0,0,0,2,0,3,1,0,7,7,1,2,0,2,3,834.0,5,5,2,319.0,90.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2009,9,4,360000,2
435,2,5,129.0,16870.0,1,1,3,3,0,3,0,18,2,2,1,0,8,1,2004,2005,3,1,13,14,1,238.0,2,4,2,0,5,1,2,3.0,6,0.0,251.0,1782.0,1,0,1,4,1782.0,0.0,0.0,1782.0,1,0,2,0,3,1,2,7,7,2,2,0,0,3,932.0,5,5,2,99.0,82.0,0.0,0.0,0.0,0.0,3,4,2,0.0,4,2009,9,4,296000,2
436,13,5,59.0,23303.0,1,1,0,3,0,1,0,18,2,2,1,5,8,1,2007,2007,1,1,13,14,4,20.0,2,4,2,0,5,0,2,3.0,6,0.0,278.0,1508.0,1,0,1,4,1508.0,1012.0,0.0,2520.0,1,0,2,1,5,1,0,10,7,1,2,2,0,3,640.0,5,5,2,192.0,273.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2009,9,3,409900,1
437,2,5,87.0,11146.0,1,1,3,3,0,4,0,18,2,2,1,0,8,1,2006,2006,1,1,13,14,4,250.0,2,4,2,0,5,0,6,7.0,6,0.0,1709.0,1709.0,1,0,1,4,1717.0,0.0,0.0,1717.0,0,0,2,0,3,1,2,7,7,1,2,0,2,3,908.0,5,5,2,169.0,39.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2009,9,4,255500,2
438,2,5,87.0,10367.0,1,1,3,3,0,4,0,18,2,2,1,0,3,1,2008,2008,3,1,13,14,4,284.0,0,4,2,0,5,2,2,3.0,6,0.0,724.0,1739.0,1,0,1,4,1743.0,0.0,0.0,1743.0,1,0,2,0,3,1,0,8,7,1,2,0,2,3,927.0,5,5,2,168.0,45.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2009,4,4,335000,2
439,2,5,76.0,9591.0,1,1,2,3,0,4,0,18,2,2,1,0,8,1,2004,2005,3,1,13,14,1,262.0,2,4,2,0,5,0,2,3.0,6,0.0,625.0,1713.0,1,0,1,4,1713.0,0.0,0.0,1713.0,1,0,2,0,3,1,0,7,7,1,2,0,0,3,856.0,5,5,2,0.0,26.0,0.0,0.0,170.0,0.0,3,4,2,0.0,1,2009,9,4,274900,2
440,2,5,77.0,10872.0,1,1,3,3,0,4,0,18,2,2,1,0,3,1,2006,2006,1,1,13,14,4,122.0,2,4,2,0,2,0,2,3.0,6,0.0,467.0,1504.0,1,0,1,4,1531.0,0.0,0.0,1531.0,1,0,2,0,2,1,0,6,7,1,2,0,0,3,700.0,5,5,2,184.0,52.0,0.0,0.0,0.0,0.0,3,4,2,0.0,2,2009,9,4,300000,2
441,2,5,102.0,13514.0,1,1,3,3,0,0,0,18,2,2,1,0,3,1,2008,2008,3,1,13,14,3,285.0,0,4,2,0,5,3,2,3.0,6,0.0,632.0,1774.0,1,0,1,4,1808.0,0.0,0.0,1808.0,1,0,2,0,3,1,0,7,7,1,2,0,0,3,850.0,5,5,2,200.0,26.0,0.0,0.0,0.0,0.0,3,4,2,0.0,3,2009,9,4,324000,2
442,13,5,74.0,8834.0,1,1,2,3,0,4,0,18,2,2,1,5,3,1,2004,2005,3,1,13,14,4,216.0,2,4,2,0,5,3,2,3.0,6,0.0,292.0,1462.0,1,0,1,4,1462.0,762.0,0.0,2224.0,1,0,2,1,4,1,0,10,7,1,2,0,0,3,738.0,5,5,2,184.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2009,9,4,350000,1
443,2,5,107.0,11362.0,1,1,3,3,0,4,0,18,2,2,1,0,8,1,2004,2005,1,1,8,8,4,42.0,2,4,2,0,5,2,2,3.0,6,0.0,797.0,1836.0,1,0,1,4,1836.0,0.0,0.0,1836.0,1,0,2,0,3,1,2,7,7,1,2,0,0,3,862.0,5,5,2,125.0,185.0,0.0,0.0,0.0,0.0,3,4,2,0.0,3,2009,9,4,280000,2
444,2,5,85.0,10655.0,1,1,3,3,0,4,0,18,2,2,1,0,8,1,2003,2004,1,1,13,14,1,296.0,2,4,2,2,5,3,2,3.0,4,479.0,1603.0,3206.0,1,0,1,4,1629.0,0.0,0.0,1629.0,1,0,2,0,3,1,2,7,7,1,2,0,2,3,880.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,10,2009,9,4,284000,2
445,2,5,90.0,12878.0,1,1,3,3,0,0,0,18,2,2,1,0,5,1,2003,2004,3,1,13,14,1,418.0,2,4,2,2,5,3,0,1.0,6,0.0,498.0,1760.0,1,0,1,4,1760.0,0.0,0.0,1760.0,1,0,2,0,3,1,2,8,7,1,2,0,0,2,583.0,5,5,2,165.0,190.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2009,9,4,269500,2
446,2,5,79.0,9541.0,1,1,3,3,0,4,0,18,2,2,1,0,5,1,2009,2009,1,1,13,14,4,268.0,2,4,2,2,5,3,6,7.0,6,0.0,1502.0,1502.0,1,0,1,4,1502.0,0.0,0.0,1502.0,0,0,2,0,3,1,2,7,7,0,3,0,2,2,644.0,5,5,2,0.0,114.0,0.0,0.0,0.0,0.0,3,4,2,0.0,9,2009,6,5,233170,2
447,2,5,103.0,13472.0,1,1,2,3,0,4,0,18,2,2,1,0,7,1,2003,2003,3,1,13,14,1,922.0,0,4,2,0,5,1,2,3.0,6,0.0,2336.0,2392.0,1,0,1,4,2392.0,0.0,0.0,2392.0,0,0,2,0,3,1,0,8,7,1,0,0,0,3,968.0,5,5,2,248.0,105.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2009,9,4,386250,2
448,2,5,110.0,15274.0,1,1,3,3,0,0,0,18,2,2,1,0,3,1,2003,2003,3,1,13,14,1,724.0,2,4,2,0,5,3,2,3.0,6,0.0,480.0,2452.0,1,0,1,4,2452.0,0.0,0.0,2452.0,2,0,2,0,3,1,0,10,7,1,2,0,0,3,886.0,5,5,2,0.0,116.0,0.0,0.0,0.0,0.0,3,2,2,0.0,7,2009,9,4,445000,2
449,13,5,96.0,13262.0,1,1,3,3,0,4,0,18,2,2,1,5,8,1,2003,2004,1,1,13,14,4,186.0,2,4,2,2,5,3,6,7.0,6,0.0,1082.0,1082.0,1,0,1,4,1105.0,1295.0,0.0,2400.0,0,0,3,1,4,1,2,10,7,1,2,2,0,3,730.0,5,5,2,114.0,40.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2009,9,4,290000,1
450,2,5,70.0,9658.0,1,1,3,3,0,4,0,18,2,2,1,0,8,1,2006,2006,1,1,13,14,4,383.0,2,4,2,2,5,3,6,7.0,6,0.0,1598.0,1598.0,1,2,1,4,1606.0,0.0,0.0,1606.0,0,0,2,0,3,1,2,6,7,1,2,0,2,3,871.0,5,5,2,230.0,60.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2009,9,4,255900,2
451,3,5,47.0,6904.0,1,1,3,3,0,4,0,18,2,2,3,0,0,1,2005,2005,1,1,13,14,4,240.0,2,4,2,2,5,0,0,1.0,6,0.0,522.0,1358.0,1,0,1,4,1358.0,0.0,0.0,1358.0,0,0,2,0,2,1,2,6,7,1,2,0,2,2,484.0,5,5,2,192.0,36.0,0.0,0.0,0.0,0.0,3,4,2,0.0,8,2009,9,4,213000,2
452,3,5,34.0,5381.0,1,1,3,3,0,4,0,18,2,2,2,0,0,1,2005,2005,1,1,13,14,4,135.0,2,4,2,2,5,0,0,1.0,6,0.0,406.0,1306.0,1,0,1,4,1306.0,0.0,0.0,1306.0,1,0,2,0,1,1,2,5,7,1,2,0,2,2,624.0,5,5,2,170.0,63.0,0.0,0.0,0.0,0.0,3,4,2,0.0,8,2009,9,4,196000,2
453,3,5,34.0,5122.0,1,1,3,3,0,4,0,18,2,2,2,0,0,1,2005,2005,1,1,13,14,4,135.0,2,4,2,2,5,0,2,3.0,6,0.0,425.0,1306.0,1,0,1,4,1306.0,0.0,0.0,1306.0,1,0,2,0,1,1,2,5,7,1,2,0,2,2,624.0,5,5,2,170.0,63.0,0.0,0.0,0.0,0.0,3,4,2,0.0,3,2009,9,4,184500,2
454,3,5,80.0,10307.0,1,1,3,3,0,4,0,18,2,2,3,0,5,1,2007,2008,1,1,13,14,4,176.0,2,4,2,2,5,3,2,3.0,6,0.0,474.0,1350.0,1,0,1,4,1358.0,0.0,0.0,1358.0,1,0,2,0,2,1,2,6,7,1,2,0,2,2,484.0,5,5,2,192.0,26.0,0.0,0.0,0.0,0.0,3,4,2,0.0,5,2009,9,4,212500,2
455,3,5,34.0,5001.0,1,1,3,3,0,4,0,18,2,2,2,0,5,1,2007,2008,1,1,13,14,4,166.0,2,4,2,2,5,3,2,3.0,6,0.0,410.0,1314.0,1,0,1,4,1314.0,0.0,0.0,1314.0,1,0,2,0,2,1,2,6,7,1,2,0,2,2,626.0,5,5,2,172.0,62.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2009,9,4,230000,2
456,2,5,100.0,14836.0,1,1,3,1,0,4,1,18,2,2,1,0,7,1,2004,2005,3,1,5,5,4,730.0,0,4,2,0,5,1,2,3.0,6,0.0,346.0,2492.0,1,0,1,4,2492.0,0.0,0.0,2492.0,1,0,2,1,2,1,0,8,7,1,0,0,0,3,949.0,5,5,2,226.0,235.0,0.0,0.0,0.0,0.0,3,4,2,0.0,2,2009,9,0,552000,2
457,2,5,117.0,15262.0,1,1,3,3,0,0,0,18,2,2,1,0,8,1,2003,2004,3,1,13,14,1,470.0,2,4,2,0,5,1,2,3.0,6,0.0,643.0,2200.0,1,0,1,4,2200.0,0.0,0.0,2200.0,1,0,2,1,3,1,0,8,7,1,2,0,0,3,685.0,5,5,2,208.0,55.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2009,9,4,382500,2
458,3,5,44.0,7390.0,1,1,3,3,0,4,0,18,2,2,3,0,3,1,2008,2009,3,1,8,8,1,308.0,0,4,2,0,5,3,2,3.0,6,0.0,1084.0,1884.0,1,0,1,4,1884.0,0.0,0.0,1884.0,1,0,2,0,2,1,0,6,7,1,2,0,0,2,649.0,5,5,2,231.0,90.0,0.0,0.0,0.0,0.0,3,4,2,0.0,5,2009,6,5,320000,2
459,3,5,48.0,6472.0,1,1,2,3,0,4,0,18,2,2,3,0,3,1,2008,2008,3,1,13,14,1,500.0,0,4,2,0,5,3,6,7.0,6,0.0,1451.0,1451.0,1,0,1,4,1456.0,0.0,0.0,1456.0,0,0,2,0,2,1,0,6,7,1,2,0,2,2,539.0,5,5,2,192.0,42.0,0.0,0.0,0.0,0.0,3,4,2,0.0,4,2009,9,4,248500,2
460,2,5,129.0,16770.0,1,1,2,3,0,0,0,18,2,2,1,0,8,1,2002,2003,3,1,13,14,1,270.0,2,4,2,0,5,1,2,3.0,6,0.0,516.0,1712.0,1,0,1,4,1712.0,0.0,0.0,1712.0,1,0,2,0,3,1,2,8,7,1,2,0,2,3,701.0,5,5,2,218.0,183.0,0.0,0.0,0.0,0.0,3,4,2,0.0,9,2009,9,4,286500,2
461,3,5,48.0,6240.0,1,1,2,3,0,4,0,18,2,2,3,0,8,1,2006,2006,3,1,8,8,1,176.0,2,4,2,2,5,3,2,3.0,6,0.0,461.0,1324.0,1,0,1,4,1324.0,0.0,0.0,1324.0,1,0,2,0,2,1,2,6,7,1,2,0,0,2,550.0,5,5,2,192.0,38.0,0.0,0.0,0.0,0.0,3,4,2,0.0,12,2009,9,4,254000,2
462,3,5,48.0,3480.0,1,1,2,3,0,4,0,18,2,2,3,0,5,1,2003,2003,1,1,13,14,4,163.0,2,4,2,2,5,3,6,7.0,6,0.0,1405.0,1405.0,1,0,1,4,1405.0,0.0,0.0,1405.0,0,0,2,0,2,1,2,6,7,1,5,0,2,2,478.0,5,5,2,148.0,36.0,0.0,0.0,0.0,0.0,3,4,2,0.0,11,2009,9,4,173000,2
463,14,5,36.0,2268.0,1,1,2,3,0,4,0,18,2,2,2,5,5,1,2003,2004,1,1,13,16,4,106.0,2,4,2,2,5,3,2,3.0,6,0.0,197.0,764.0,1,0,1,4,764.0,862.0,0.0,1626.0,0,0,2,0,2,1,2,6,7,0,3,2,2,2,474.0,5,5,2,0.0,27.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2009,9,4,173000,1
464,13,5,63.0,10928.0,1,1,2,3,0,4,0,8,6,2,1,5,5,1,2005,2005,1,1,13,14,3,0.0,2,4,2,2,2,3,6,7.0,6,0.0,728.0,728.0,1,0,1,4,728.0,728.0,0.0,1456.0,0,0,2,1,3,1,2,8,7,1,2,0,0,2,390.0,5,5,2,100.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2009,9,4,184000,1
465,13,5,57.0,8918.0,1,1,3,3,0,4,0,8,2,2,1,5,0,1,2005,2006,1,1,13,14,3,0.0,2,4,2,2,5,0,6,7.0,6,0.0,745.0,745.0,1,0,1,4,745.0,745.0,0.0,1490.0,0,0,2,1,3,1,2,7,7,1,2,0,0,2,392.0,5,5,2,36.0,20.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2009,9,4,167800,1
466,13,5,149.0,12589.0,1,1,1,3,0,4,0,8,2,2,1,5,0,1,2005,2005,1,1,13,14,3,0.0,2,4,2,2,5,3,6,7.0,6,0.0,742.0,742.0,1,0,1,4,742.0,742.0,0.0,1484.0,0,0,2,1,3,1,2,8,7,1,2,0,0,2,390.0,5,5,2,36.0,24.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2009,9,4,174000,1
467,13,5,122.0,11911.0,1,1,1,3,0,4,0,8,2,2,1,5,0,1,2005,2005,1,1,13,14,3,0.0,2,4,2,2,5,0,6,7.0,6,0.0,684.0,684.0,1,0,1,4,684.0,876.0,0.0,1560.0,0,0,2,1,3,1,2,6,7,1,2,2,0,2,400.0,5,5,2,100.0,38.0,0.0,0.0,0.0,0.0,3,4,2,0.0,3,2009,9,4,174000,1
468,3,5,53.0,3684.0,1,1,2,3,0,4,0,0,2,2,3,0,5,1,2007,2007,3,1,13,14,1,130.0,2,4,2,2,5,3,6,7.0,6,0.0,1373.0,1373.0,1,0,1,4,1555.0,0.0,0.0,1555.0,0,0,2,0,2,1,2,7,7,1,5,0,0,3,660.0,5,5,2,143.0,20.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2009,9,4,174000,2
469,3,5,51.0,3635.0,1,1,2,3,0,4,0,0,2,2,3,0,5,1,2007,2007,3,1,13,14,1,130.0,2,4,2,2,5,3,0,1.0,6,0.0,398.0,1386.0,1,0,1,4,1569.0,0.0,0.0,1569.0,0,1,2,0,1,1,2,7,7,1,5,0,2,3,660.0,5,5,2,143.0,20.0,0.0,0.0,0.0,0.0,3,4,2,0.0,5,2009,9,4,175900,2
470,3,5,43.0,3182.0,1,1,2,3,0,4,0,0,2,2,3,0,5,1,2005,2006,1,1,13,14,1,16.0,2,4,2,2,5,0,2,3.0,6,0.0,1357.0,1373.0,1,0,1,4,1555.0,0.0,0.0,1555.0,0,0,2,0,2,1,2,7,7,1,5,0,0,2,430.0,5,5,2,143.0,20.0,0.0,0.0,0.0,0.0,3,4,2,0.0,5,2009,9,4,192500,2
471,3,5,43.0,3182.0,1,1,2,3,0,4,0,0,2,2,3,0,5,1,2005,2006,1,1,13,14,1,16.0,2,4,2,2,5,3,2,3.0,6,0.0,1330.0,1346.0,1,0,1,4,1504.0,0.0,0.0,1504.0,0,0,2,0,1,1,2,7,7,1,2,0,0,2,457.0,5,5,2,156.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,5,2009,9,4,181000,2
472,3,5,43.0,3182.0,1,1,2,3,0,4,0,0,2,2,3,0,5,1,2005,2006,1,1,13,14,1,16.0,2,4,2,2,5,0,2,3.0,6,0.0,1204.0,1220.0,1,0,1,4,1220.0,0.0,0.0,1220.0,0,0,2,0,2,1,2,5,7,1,2,0,0,2,397.0,5,5,2,100.0,16.0,0.0,0.0,0.0,0.0,3,4,2,0.0,8,2009,9,4,180000,2
473,3,5,43.0,3182.0,1,1,2,3,0,4,0,0,2,2,3,0,5,1,2005,2006,1,1,13,14,1,11.0,2,4,2,2,5,3,2,3.0,6,0.0,1129.0,1145.0,1,0,1,4,1145.0,0.0,0.0,1145.0,0,0,2,0,2,1,2,5,7,1,2,0,0,2,397.0,5,5,2,100.0,16.0,0.0,0.0,0.0,0.0,3,4,2,0.0,9,2009,9,4,160200,2
474,13,5,71.0,7795.0,1,1,3,3,0,4,0,8,2,2,1,5,5,1,2004,2005,1,1,13,14,3,0.0,2,4,2,2,5,3,2,3.0,6,0.0,291.0,716.0,1,0,1,4,716.0,716.0,0.0,1432.0,1,0,2,1,3,1,2,6,7,1,2,0,0,2,432.0,5,5,2,100.0,51.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2009,9,4,188500,1
475,13,5,0.0,8068.0,1,1,3,3,0,4,0,8,2,2,1,5,0,1,2002,2002,1,1,13,14,3,0.0,2,4,2,2,5,3,6,7.0,6,0.0,1010.0,1010.0,1,0,1,4,1010.0,1257.0,0.0,2267.0,0,0,2,1,4,1,2,8,7,1,5,2,2,2,390.0,5,5,2,120.0,46.0,0.0,0.0,0.0,0.0,3,4,2,0.0,12,2009,4,4,200000,1
476,10,5,59.0,9434.0,1,1,3,3,0,4,0,8,2,2,1,4,5,1,2004,2005,1,1,15,16,3,0.0,2,4,2,2,5,2,6,7.0,6,0.0,384.0,384.0,1,0,1,4,744.0,630.0,0.0,1374.0,0,0,2,1,3,1,2,6,7,1,2,2,0,2,400.0,5,5,2,100.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,8,2009,9,4,170000,1
477,13,5,62.0,7984.0,1,1,3,3,0,4,0,8,2,2,1,5,5,1,2004,2005,1,1,13,14,1,200.0,2,4,2,2,5,3,6,7.0,6,0.0,868.0,868.0,1,0,1,4,868.0,762.0,0.0,1630.0,0,0,2,1,3,1,2,7,7,1,2,2,0,2,436.0,5,5,2,120.0,48.0,0.0,0.0,0.0,0.0,3,4,2,0.0,9,2009,9,4,189500,1
478,10,5,0.0,7750.0,1,1,2,3,0,4,0,8,2,2,1,4,8,1,2002,2002,3,1,13,14,3,0.0,2,4,2,2,5,3,2,3.0,6,0.0,55.0,408.0,1,0,1,4,779.0,640.0,0.0,1419.0,1,0,2,1,3,1,2,7,7,1,5,2,0,2,527.0,5,5,2,120.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,3,2009,9,4,184100,1
479,13,5,61.0,10125.0,1,1,3,3,0,4,0,8,2,2,1,5,5,1,2004,2004,1,1,13,14,3,0.0,2,4,2,2,5,2,6,7.0,6,0.0,846.0,846.0,1,0,1,4,846.0,748.0,0.0,1594.0,0,0,2,1,3,1,2,7,7,1,2,0,0,2,434.0,5,5,2,300.0,48.0,0.0,0.0,0.0,0.0,3,2,2,0.0,7,2009,9,4,195500,1
480,13,5,0.0,8965.0,1,1,3,3,0,4,0,8,2,2,1,5,5,1,2003,2003,1,1,13,14,3,0.0,2,4,2,2,5,3,2,3.0,6,0.0,130.0,782.0,1,0,1,4,806.0,683.0,0.0,1489.0,1,0,2,1,3,1,2,8,7,1,2,0,0,2,400.0,5,5,2,0.0,75.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2009,9,4,192000,1
